image,damage (%),quality,the number of green pixel (%)
/mnt/Plant_Images/Partner/9172000000018.jpg,85.0,high,26.649192918589005
/mnt/Plant_Images/Partner/9172000000020.jpg,82.0,high,38.56142819668717
/mnt/Plant_Images/Partner/9172000000021.jpg,60.6,high,71.04884539600154
/mnt/Plant_Images/Partner/9172000000022.jpg,50.0,high,81.81330998494168
/mnt/Plant_Images/Partner/9172000000023.jpg,50.0,high,85.10971841759579
/mnt/Plant_Images/Partner/9172000000025.jpg,90.0,medium,32.95632489106754
/mnt/Plant_Images/Partner/9172000000026.jpg,84.1,high,47.42505636854415
/mnt/Plant_Images/Partner/9172000000027.jpg,80.0,high,79.5516723335576
/mnt/Plant_Images/Partner/9172000000028.jpg,78.7,high,94.96844412805973
/mnt/Plant_Images/Partner/9172000000029.jpg,70.5,high,77.16276742518903
/mnt/Plant_Images/Partner/9172000000031.jpg,85.8,high,69.02876397699603
/mnt/Plant_Images/Partner/9172000000032.jpg,93.8,high,53.462385260476744
/mnt/Plant_Images/Partner/9172000000033.jpg,70.0,high,88.67979713331411
/mnt/Plant_Images/Partner/9177000000004.jpg,55.800000000000004,high,82.5346746643919
/mnt/Plant_Images/Partner/9177000000006.jpg,0.0,high,46.7584582852749
/mnt/Plant_Images/Partner/9181000000004.jpg,13.200000000000001,high,96.00006107426631
/mnt/Plant_Images/Partner/9181000000005.jpg,13.200000000000001,high,97.91403847078047
/mnt/Plant_Images/Partner/9181000000006.jpg,13.200000000000001,high,95.03963069092016
/mnt/Plant_Images/Partner/9181000000008.jpg,15.9,low,53.18631205545944
/mnt/Plant_Images/Partner/9181000000010.jpg,30.599999999999998,high,91.18103864298988
/mnt/Plant_Images/Partner/9181000000011.jpg,30.599999999999998,high,93.615048398853
/mnt/Plant_Images/Partner/9181000000012.jpg,30.599999999999998,high,95.55753546312316
/mnt/Plant_Images/Partner/9181000000013.jpg,30.599999999999998,high,85.46014453575548
/mnt/Plant_Images/Partner/9181000000014.jpg,58.699999999999996,low,55.34469915417147
/mnt/Plant_Images/Partner/9185000000006.jpg,32.6,high,75.74601965990645
/mnt/Plant_Images/Partner/9185000000007.jpg,18.8,high,85.06289898516596
/mnt/Plant_Images/Partner/9185000000018.jpg,45.5,medium,95.72075894287454
/mnt/Plant_Images/Partner/9185000000019.jpg,51.0,medium,93.86866930187108
/mnt/Plant_Images/Partner/9185000000021.jpg,54.0,medium,95.44257066592976
/mnt/Plant_Images/Partner/9185000000023.jpg,39.300000000000004,medium,86.86500284345765
/mnt/Plant_Images/Partner/9185000000024.jpg,49.4,medium,96.27081531141869
/mnt/Plant_Images/Partner/9190000000014.jpg,30.9,low,96.23875132160707
/mnt/Plant_Images/Partner/9190000000015.jpg,30.9,high,81.05855470251826
/mnt/Plant_Images/Partner/9190000000016.jpg,30.9,high,93.86888206058566
/mnt/Plant_Images/Partner/9190000000017.jpg,52.6,medium,49.86348399653979
/mnt/Plant_Images/Partner/9190000000018.jpg,52.6,low,92.92810057029348
/mnt/Plant_Images/Partner/9190000000019.jpg,52.6,medium,83.81329196302704
/mnt/Plant_Images/Partner/9190000000020.jpg,67.7,high,52.951501525855434
/mnt/Plant_Images/Partner/9190000000021.jpg,67.7,low,57.615648128123794
/mnt/Plant_Images/Partner/9190000000022.jpg,67.7,low,66.9430026912726
/mnt/Plant_Images/Partner/9190000000023.jpg,80.0,medium,63.90684822744457
/mnt/Plant_Images/Partner/9190000000025.jpg,80.0,high,83.43346759659747
/mnt/Plant_Images/Partner/9190000000029.jpg,46.7,low,68.81550465365885
/mnt/Plant_Images/Partner/9190000000030.jpg,46.7,high,76.03216761582084
/mnt/Plant_Images/Partner/9196000000005.jpg,32.7,high,72.40995049980776
/mnt/Plant_Images/Partner/9196000000006.jpg,34.699999999999996,high,78.65799812572088
/mnt/Plant_Images/Partner/9196000000009.jpg,34.699999999999996,high,71.03017268999103
/mnt/Plant_Images/Partner/9196000000010.jpg,34.699999999999996,high,67.33830838299372
/mnt/Plant_Images/Partner/9205000000004.jpg,51.7,high,67.88518588603742
/mnt/Plant_Images/Partner/9205000000006.jpg,51.800000000000004,medium,53.01163715077535
/mnt/Plant_Images/Partner/9205000000007.jpg,71.6,high,75.26920235005767
/mnt/Plant_Images/Partner/9205000000008.jpg,39.800000000000004,high,66.27662988193643
/mnt/Plant_Images/Partner/9205000000010.jpg,39.800000000000004,high,95.96329136229656
/mnt/Plant_Images/Partner/9205000000014.jpg,50.3,medium,63.85024189414328
/mnt/Plant_Images/Partner/9205000000015.jpg,50.3,medium,82.46144812091504
/mnt/Plant_Images/Partner/9205000000016.jpg,50.3,medium,67.80367426790977
/mnt/Plant_Images/Partner/9205000000017.jpg,52.300000000000004,medium,77.02127036476355
/mnt/Plant_Images/Partner/9205000000018.jpg,52.300000000000004,medium,76.12585654155453
/mnt/Plant_Images/Partner/9205000000019.jpg,52.300000000000004,medium,79.0943036732667
/mnt/Plant_Images/Partner/9227000000003.jpg,46.2,medium,58.535879629629626
/mnt/Plant_Images/Partner/9227000000004.jpg,51.6,medium,17.824049043637064
/mnt/Plant_Images/Partner/9227000000005.jpg,28.599999999999998,medium,43.35171568627451
/mnt/Plant_Images/Partner/9227000000006.jpg,37.5,high,70.8260369609445
/mnt/Plant_Images/Partner/9227000000007.jpg,37.5,high,84.63276344034347
/mnt/Plant_Images/Partner/9227000000008.jpg,37.5,high,85.30295339132385
/mnt/Plant_Images/Partner/9227000000009.jpg,37.5,high,75.11035919678329
/mnt/Plant_Images/Partner/9227000000010.jpg,37.5,high,85.04028398532616
/mnt/Plant_Images/Partner/9227000000011.jpg,39.800000000000004,high,84.70707880783033
/mnt/Plant_Images/Partner/9227000000012.jpg,39.800000000000004,high,76.69195742022299
/mnt/Plant_Images/Partner/9227000000013.jpg,39.800000000000004,high,85.15960407855952
/mnt/Plant_Images/Partner/9227000000014.jpg,39.800000000000004,high,75.00012515218506
/mnt/Plant_Images/Partner/9227000000015.jpg,39.800000000000004,high,99.79032002915545
/mnt/Plant_Images/Partner/9227000000017.jpg,25.1,high,63.45671336344996
/mnt/Plant_Images/Partner/9227000000018.jpg,25.1,high,67.75249953943995
/mnt/Plant_Images/Partner/9227000000019.jpg,25.1,high,61.7444061979367
/mnt/Plant_Images/Partner/9227000000021.jpg,53.900000000000006,high,67.87014259339357
/mnt/Plant_Images/Partner/9227000000022.jpg,53.900000000000006,high,68.35713477588747
/mnt/Plant_Images/Partner/9227000000023.jpg,53.900000000000006,high,49.1809915857683
/mnt/Plant_Images/Partner/9227000000024.jpg,53.900000000000006,high,53.19309530388953
/mnt/Plant_Images/Partner/9227000000025.jpg,53.900000000000006,high,63.78616397539408
/mnt/Plant_Images/Partner/9253000000014.jpg,39.300000000000004,high,91.56605682509932
/mnt/Plant_Images/Partner/9265000000001.jpg,24.0,high,93.20961789536076
/mnt/Plant_Images/Partner/9265000000002.jpg,24.0,high,89.85512633362168
/mnt/Plant_Images/Partner/9265000000003.jpg,24.0,high,93.54342380334487
/mnt/Plant_Images/Partner/9265000000004.jpg,24.0,high,93.8079329464629
/mnt/Plant_Images/Partner/9265000000005.jpg,20.5,high,78.50347272283096
/mnt/Plant_Images/Partner/9265000000006.jpg,43.5,high,72.70647357186338
/mnt/Plant_Images/Partner/9265000000007.jpg,43.5,medium,94.44595878588363
/mnt/Plant_Images/Partner/9265000000008.jpg,35.0,high,94.79364407119057
/mnt/Plant_Images/Partner/9265000000009.jpg,35.0,high,94.49590702293989
/mnt/Plant_Images/Partner/9265000000010.jpg,35.0,high,95.07761437908496
/mnt/Plant_Images/Partner/9265000000011.jpg,35.0,high,90.88093621844162
/mnt/Plant_Images/Partner/9265000000012.jpg,60.3,high,76.19655501089323
/mnt/Plant_Images/Partner/9265000000013.jpg,60.3,high,83.49558062604126
/mnt/Plant_Images/Partner/9265000000014.jpg,60.3,high,78.45760444700755
/mnt/Plant_Images/Partner/9265000000015.jpg,60.3,high,70.89881295655516
/mnt/Plant_Images/Partner/9265000000016.jpg,60.3,high,81.31499152970012
/mnt/Plant_Images/Partner/9266000000001.jpg,0.0,high,65.67721349160578
/mnt/Plant_Images/Partner/9266000000002.jpg,31.8,high,92.61610868816481
/mnt/Plant_Images/Partner/9266000000003.jpg,36.199999999999996,high,93.20766552127387
/mnt/Plant_Images/Partner/9266000000004.jpg,32.7,high,80.54284009355376
/mnt/Plant_Images/Partner/9276000000002.jpg,0.0,low,75.77738279748174
/mnt/Plant_Images/Partner/9276000000005.jpg,41.9,high,99.76840588155197
/mnt/Plant_Images/Partner/9276000000006.jpg,41.9,high,99.88355840702295
/mnt/Plant_Images/Partner/9289000000003.jpg,27.6,medium,65.56398830978469
/mnt/Plant_Images/Partner/9289000000004.jpg,27.6,medium,66.1940419550173
/mnt/Plant_Images/Partner/9289000000006.jpg,27.6,medium,53.88244605440215
/mnt/Plant_Images/Partner/9289000000007.jpg,27.6,medium,62.40787547657952
/mnt/Plant_Images/Partner/9291000000001.jpg,63.9,high,89.51051979206716
/mnt/Plant_Images/Partner/9291000000002.jpg,63.9,high,89.91419816496861
/mnt/Plant_Images/Partner/9291000000003.jpg,63.9,high,85.81606483483917
/mnt/Plant_Images/Partner/9291000000004.jpg,63.9,high,90.30208233211584
/mnt/Plant_Images/Partner/9291000000005.jpg,63.9,high,91.49846212995001
/mnt/Plant_Images/Partner/9291000000006.jpg,54.0,high,78.16528648836986
/mnt/Plant_Images/Partner/9291000000007.jpg,54.0,high,79.51560347382417
/mnt/Plant_Images/Partner/9291000000008.jpg,54.0,high,80.46862484781494
/mnt/Plant_Images/Partner/9291000000009.jpg,54.0,high,78.42368820485711
/mnt/Plant_Images/Partner/9291000000011.jpg,54.0,high,78.99102809015763
/mnt/Plant_Images/Partner/9291000000013.jpg,68.60000000000001,high,76.25147178969627
/mnt/Plant_Images/Partner/9291000000014.jpg,68.60000000000001,high,86.49585395841342
/mnt/Plant_Images/Partner/9291000000015.jpg,68.60000000000001,high,76.01467134034988
/mnt/Plant_Images/Partner/9291000000016.jpg,68.60000000000001,high,79.75171558615276
/mnt/Plant_Images/Partner/9291000000017.jpg,29.799999999999997,medium,85.430533528771
/mnt/Plant_Images/Partner/9291000000018.jpg,29.799999999999997,medium,86.90873101691658
/mnt/Plant_Images/Partner/9291000000019.jpg,29.799999999999997,medium,80.02228209502755
/mnt/Plant_Images/Partner/9291000000020.jpg,29.799999999999997,medium,79.61752741333461
/mnt/Plant_Images/Partner/9291000000021.jpg,29.799999999999997,medium,88.4644978293605
/mnt/Plant_Images/Partner/9291000000022.jpg,49.0,medium,76.22398836985774
/mnt/Plant_Images/Partner/9291000000023.jpg,49.0,medium,78.55785134723824
/mnt/Plant_Images/Partner/9291000000024.jpg,49.0,medium,72.90547806132257
/mnt/Plant_Images/Partner/9291000000026.jpg,49.0,medium,81.65342806853133
/mnt/Plant_Images/Partner/9291000000027.jpg,51.2,medium,60.75437732282456
/mnt/Plant_Images/Partner/9291000000028.jpg,51.2,medium,75.4358424844611
/mnt/Plant_Images/Partner/9291000000029.jpg,51.2,medium,68.34891227732923
/mnt/Plant_Images/Partner/9291000000030.jpg,51.2,medium,67.66957370162116
/mnt/Plant_Images/Partner/9291000000031.jpg,51.2,medium,70.20140240532487
/mnt/Plant_Images/Partner/9291000000047.jpg,19.1,high,97.83223900262719
/mnt/Plant_Images/Partner/9291000000048.jpg,19.1,high,98.17421734829553
/mnt/Plant_Images/Partner/9291000000049.jpg,19.1,high,98.18837206042548
/mnt/Plant_Images/Partner/9291000000050.jpg,19.1,high,97.84596819732795
/mnt/Plant_Images/Partner/9291000000051.jpg,19.1,high,96.30789790385109
/mnt/Plant_Images/Partner/9291000000052.jpg,17.299999999999997,high,94.64956887575292
/mnt/Plant_Images/Partner/9291000000053.jpg,17.299999999999997,high,98.41875220267846
/mnt/Plant_Images/Partner/9291000000054.jpg,17.299999999999997,high,98.60745666730745
/mnt/Plant_Images/Partner/9291000000055.jpg,17.299999999999997,high,99.31754513488403
/mnt/Plant_Images/Partner/9291000000056.jpg,17.299999999999997,high,98.20956032535562
/mnt/Plant_Images/Partner/9291000000058.jpg,19.8,high,95.08314610566448
/mnt/Plant_Images/Partner/9291000000059.jpg,19.8,high,96.59713711873638
/mnt/Plant_Images/Partner/9291000000060.jpg,19.8,high,96.72763330209536
/mnt/Plant_Images/Partner/9291000000061.jpg,19.8,high,94.94730592400359
/mnt/Plant_Images/Partner/9291000000062.jpg,20.599999999999998,high,93.17367418781238
/mnt/Plant_Images/Partner/9291000000064.jpg,20.599999999999998,high,91.55697077646417
/mnt/Plant_Images/Partner/9291000000065.jpg,20.599999999999998,high,97.89749335191593
/mnt/Plant_Images/Partner/9291000000066.jpg,20.599999999999998,high,91.54568204937203
/mnt/Plant_Images/Partner/9291000000087.jpg,36.6,medium,66.80423394848135
/mnt/Plant_Images/Partner/9291000000088.jpg,36.6,medium,77.03598826172626
/mnt/Plant_Images/Partner/9291000000089.jpg,36.6,medium,66.53469368752403
/mnt/Plant_Images/Partner/9291000000090.jpg,36.6,medium,57.00615698689606
/mnt/Plant_Images/Partner/9291000000091.jpg,36.6,medium,48.33921798907472
/mnt/Plant_Images/Partner/9291000000092.jpg,31.3,medium,85.78709210399846
/mnt/Plant_Images/Partner/9291000000093.jpg,31.3,medium,79.70582227989235
/mnt/Plant_Images/Partner/9291000000095.jpg,31.3,medium,75.35240352268359
/mnt/Plant_Images/Partner/9291000000097.jpg,0.0,low,7.010712526432142
/mnt/Plant_Images/Partner/9291000000098.jpg,0.0,low,6.933543689125978
/mnt/Plant_Images/Partner/9291000000099.jpg,0.0,low,8.84673262687428
/mnt/Plant_Images/Partner/9291000000100.jpg,0.0,low,8.49422898244265
/mnt/Plant_Images/Partner/9291000000101.jpg,0.0,low,7.406193431212355
/mnt/Plant_Images/Partner/9292000000002.jpg,42.199999999999996,high,61.54943160883634
/mnt/Plant_Images/Partner/9292000000005.jpg,85.1,medium,19.03882621267461
/mnt/Plant_Images/Partner/9298000000001.jpg,32.2,high,85.184784698193
/mnt/Plant_Images/Partner/9298000000002.jpg,32.2,high,76.04663520841342
/mnt/Plant_Images/Partner/9298000000003.jpg,32.2,high,90.9535119705562
/mnt/Plant_Images/Partner/9298000000004.jpg,32.2,high,66.73339781173907
/mnt/Plant_Images/Partner/9298000000005.jpg,32.2,high,84.69068387158785
/mnt/Plant_Images/Partner/9299000000006.jpg,27.400000000000002,medium,86.92498828575548
/mnt/Plant_Images/Partner/9299000000007.jpg,27.3,medium,91.74931716967832
/mnt/Plant_Images/Partner/9299000000008.jpg,27.3,medium,92.82274746091247
/mnt/Plant_Images/Partner/9299000000009.jpg,27.3,medium,81.59491942201717
/mnt/Plant_Images/Partner/9299000000010.jpg,27.3,medium,82.89314806805075
/mnt/Plant_Images/Partner/9299000000011.jpg,27.3,medium,90.48711983772267
/mnt/Plant_Images/Partner/9299000000017.jpg,24.0,medium,62.761192610214025
/mnt/Plant_Images/Partner/9299000000018.jpg,24.0,medium,56.463434536396264
/mnt/Plant_Images/Partner/9299000000019.jpg,24.0,medium,37.50185225233885
/mnt/Plant_Images/Partner/9299000000021.jpg,24.0,medium,72.6522951909522
/mnt/Plant_Images/Partner/9299000000022.jpg,26.3,medium,78.18409686178393
/mnt/Plant_Images/Partner/9299000000023.jpg,26.3,medium,78.51940459598872
/mnt/Plant_Images/Partner/9299000000024.jpg,26.3,medium,69.61019599833398
/mnt/Plant_Images/Partner/9299000000025.jpg,26.3,medium,71.90030577181852
/mnt/Plant_Images/Partner/9299000000026.jpg,26.3,medium,81.3979173675189
/mnt/Plant_Images/Partner/9299000000027.jpg,30.3,medium,33.09941138424324
/mnt/Plant_Images/Partner/9299000000028.jpg,30.3,medium,39.527290184864796
/mnt/Plant_Images/Partner/9299000000029.jpg,30.3,medium,47.382830021305914
/mnt/Plant_Images/Partner/9299000000030.jpg,30.3,medium,59.106323289119565
/mnt/Plant_Images/Partner/9299000000031.jpg,30.3,medium,52.06014263344226
/mnt/Plant_Images/Partner/9303000000001.jpg,30.0,medium,57.75466717528515
/mnt/Plant_Images/Partner/9303000000002.jpg,18.7,medium,90.07411762703448
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0954.JPG,0.0,high,1.3243363529835948
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0955.JPG,0.0,high,1.813339417703263
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0956.JPG,0.0,high,2.081120941875488
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0957.JPG,0.0,high,1.0780684285048976
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0958.JPG,0.0,high,1.5405462693798448
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0959.JPG,0.0,high,2.786234159981371
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0960.JPG,0.0,high,2.5056125495763477
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0961.JPG,0.0,high,2.3846880445886667
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0962.JPG,0.0,high,2.6552922751036596
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0964.JPG,0.0,high,2.2446501205606633
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0965.JPG,0.0,high,2.8441495215131303
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0966.JPG,0.0,high,2.052336379274082
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0967.JPG,0.0,high,1.8591012972477616
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0968.JPG,0.0,high,1.494672890000601
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0969.JPG,0.0,high,1.5948056100144221
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0970.JPG,0.0,high,1.2032768745117481
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0972.JPG,0.0,high,1.5536328289315546
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0973.JPG,0.0,high,1.335368968211045
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0974.JPG,0.0,high,1.5255231337509765
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0975.JPG,0.0,high,1.923055255092843
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0976.JPG,0.0,high,1.5669717302145305
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0977.JPG,0.0,high,1.2158411453638602
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0978.JPG,0.0,high,1.5079589755723815
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0979.JPG,0.0,high,1.2907631659004868
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0980.JPG,0.0,high,1.1862115313833304
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0981.JPG,0.0,high,1.8042022996664864
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0982.JPG,0.0,high,1.1441643568595636
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0983.JPG,0.0,high,1.3050175395108468
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0984.JPG,0.0,high,2.035910693092362
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0985.JPG,0.0,high,1.3644704250796227
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0986.JPG,0.0,high,2.180267768613665
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0988.JPG,0.0,high,2.0244438153506397
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0989.JPG,0.0,high,1.901981786325942
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0990.JPG,0.0,high,2.0618079968150953
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0991.JPG,0.0,high,1.3571114359864191
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0992.JPG,0.0,high,2.278774938405144
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0994.JPG,0.0,high,1.6988760347184666
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0995.JPG,0.0,high,1.7512574833994352
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0996.JPG,0.0,high,1.8790656360795626
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0997.JPG,0.0,high,2.040705185986419
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0998.JPG,0.0,high,1.2270380761372515
/mnt/Plant_Images/TUM/20200507_ZR/DSC_0999.JPG,0.0,high,1.5280054721771528
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1000.JPG,0.0,high,1.6243061189231416
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1001.JPG,0.0,high,1.4788399134667387
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1002.JPG,0.0,high,0.8976440906496004
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1003.JPG,0.0,high,1.3557558327324077
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1004.JPG,0.0,high,0.6047516300102158
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1005.JPG,0.0,high,1.5987961304158405
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1006.JPG,0.0,high,2.14074401140256
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1007.JPG,0.0,high,2.7546210226248427
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1008.JPG,0.0,high,1.8758086672225227
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1009.JPG,0.0,high,2.717790866684694
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1011.JPG,0.0,high,2.13196486651944
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1012.JPG,0.0,high,2.7262061700018028
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1013.JPG,0.0,high,2.083480043642209
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1014.JPG,0.0,high,1.7516858775013522
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1015.JPG,0.0,high,1.665866215221441
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1016.JPG,0.0,high,1.6425275392854999
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1017.JPG,0.0,high,1.7913211345472029
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1018.JPG,0.0,high,2.3650406000240367
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1019.JPG,0.0,high,2.4973087460939847
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1020.JPG,0.0,high,1.3922573575806743
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1021.JPG,0.0,high,2.055605084955832
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1022.JPG,0.0,high,1.9589699387056065
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1023.JPG,0.0,high,1.662556430653206
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1024.JPG,0.0,high,1.4368514230665224
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1025.JPG,0.0,high,2.712080901463253
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1026.JPG,0.0,high,2.6722226447479116
/mnt/Plant_Images/TUM/20200507_ZR/DSC_1027.JPG,0.0,high,2.6491480473679463
/mnt/Plant_Images/TUM/20200518_ZR/DSC_0524.JPG,0.0,high,15.476036220780001
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1058.JPG,0.0,high,20.017929173427078
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1059.JPG,0.0,high,57.26164973747071
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1060.JPG,0.0,high,26.022341984781566
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1061.JPG,0.0,high,30.994366089402682
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1063.JPG,0.0,high,69.78880874984978
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1064.JPG,0.0,high,37.98907348566793
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1065.JPG,0.0,high,29.75860755250586
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1066.JPG,0.0,high,52.45725683177093
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1068.JPG,0.0,high,15.70388319887627
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1070.JPG,0.0,high,18.878453678039183
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1071.JPG,0.0,high,58.02971928332131
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1072.JPG,0.0,high,69.96463812083108
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1073.JPG,0.0,high,33.12246367218016
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1074.JPG,0.0,high,16.68355008901208
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1075.JPG,0.0,high,26.161300120936243
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1076.JPG,0.0,high,21.30713721005348
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1077.JPG,0.0,high,19.134709640346134
/mnt/Plant_Images/TUM/20200518_ZR/DSC_1080.JPG,0.0,high,24.815772930938646
